Date,Open,High,Low,Close,Adj Close,Volume
12/2/2015,34.04999924,34.24100113,33.71250153,33.80049896,33.80049896,85470000
12/3/2015,33.97200012,34.13949966,33.07400131,33.3125,33.3125,101294000
12/4/2015,33.29999924,33.73899841,33.06999969,33.63199997,33.63199997,90696000
12/7/2015,33.73699951,33.77299881,33.02500153,33.49150085,33.49150085,74656000
12/8/2015,33.15650177,33.99950027,32.98949814,33.86650085,33.86650085,73038000
12/9/2015,33.90000153,33.95000076,32.7840004,33.23949814,33.23949814,103164000
12/10/2015,33.27949905,33.42649841,32.97800064,33.11600113,33.11600113,69110000
12/11/2015,32.56150055,32.89400101,31.9810009,32.00749969,32.00749969,109488000
12/14/2015,32.08750153,32.92950058,31.76350021,32.89550018,32.89550018,86594000
12/15/2015,33.25149918,33.57500076,32.86750031,32.93199921,32.93199921,95068000
12/16/2015,33.1780014,33.86750031,32.9659996,33.78850174,33.78850174,79290000
12/17/2015,34,34.125,33.53250122,33.53250122,33.53250122,73632000
12/18/2015,33.43249893,33.84199905,33.20650101,33.20700073,33.20700073,136826000
12/21/2015,33.42499924,33.49499893,32.94649887,33.2254982,33.2254982,65018000
12/22/2015,33.34149933,33.42449951,32.96300125,33.15750122,33.15750122,53356000
12/23/2015,33.32500076,33.33000183,32.83150101,33.18500137,33.18500137,54458000
12/24/2015,33.16749954,33.23400116,33.02999878,33.13949966,33.13949966,21824000
12/28/2015,33.27799988,33.77500153,33.27500153,33.75999832,33.75999832,75672000
12/29/2015,33.89899826,34.8219986,33.89450073,34.69850159,34.69850159,114700000
12/30/2015,34.5945015,34.7745018,34.31900024,34.45349884,34.45349884,70380000
12/31/2015,34.30400085,34.38750076,33.79449844,33.79449844,33.79449844,74992000
1/4/2016,32.8144989,32.88600159,31.37549973,31.84950066,31.84950066,186290000
1/5/2016,32.3429985,32.34550095,31.38249969,31.68950081,31.68950081,116452000
1/6/2016,31.10000038,31.98950005,31.01549911,31.63249969,31.63249969,106584000
1/7/2016,31.09000015,31.5,30.26049995,30.39699936,30.39699936,141498000
1/8/2016,30.9829998,31.20700073,30.29999924,30.35250092,30.35250092,110258000
1/11/2016,30.62400055,30.99250031,29.92849922,30.88699913,30.88699913,97832000
1/12/2016,31.26250076,31.29949951,30.61199951,30.89450073,30.89450073,94482000
1/13/2016,31.04400063,31.04400063,28.95800018,29.09049988,29.09049988,153104000
1/14/2016,29.01250076,30.11249924,28.49399948,29.64999962,29.64999962,144760000
1/15/2016,28.61199951,29.2310009,28.26499939,28.50900078,28.50900078,155690000
1/19/2016,28.85449982,29.20000076,28.32250023,28.72400093,28.72400093,96144000
1/20/2016,28.21800041,28.92250061,27.35899925,28.58849907,28.58849907,159328000
1/21/2016,28.67900085,29.44050026,28.4109993,28.75099945,28.75099945,99044000
1/22/2016,29.43650055,30.00499916,29.20549965,29.81900024,29.81900024,102402000
1/25/2016,29.89949989,30.42499924,29.72800064,29.82649994,29.82649994,87922000
1/26/2016,30.17250061,30.22500038,29.5189991,30.0625,30.0625,75314000
1/27/2016,30.09950066,30.16950035,28.93899918,29.16749954,29.16749954,103058000
1/28/2016,30.4185009,31.90299988,29.87750053,31.76749992,31.76749992,280304000
1/29/2016,28.59900093,29.64999962,28.5,29.35000038,29.35000038,293552000
2/1/2016,28.90749931,29.09000015,28.51549911,28.7404995,28.7404995,127102000
2/2/2016,28.5,28.57799911,27.50449944,27.60499954,27.60499954,126240000
2/3/2016,27.67499924,27.79999924,26.09499931,26.55349922,26.55349922,200974000
2/4/2016,26.25,26.94949913,25.96100044,26.81299973,26.81299973,123982000
2/5/2016,26.4640007,26.47249985,24.95949936,25.10650063,25.10650063,194178000
2/8/2016,24.32349968,24.67499924,23.76049995,24.40500069,24.40500069,196510000
2/9/2016,23.90049934,24.91900063,23.70000076,24.10350037,24.10350037,141558000
2/10/2016,24.58799934,25.2329998,24.29999924,24.52400017,24.52400017,135724000
2/11/2016,24.55850029,25.46500015,24.20000076,25.19099998,25.19099998,147948000
2/12/2016,25.53499985,25.83749962,25.07449913,25.35400009,25.35400009,107696000
2/16/2016,25.97400093,26.22249985,25.58300018,26.05500031,26.05500031,102370000
2/17/2016,26.43700027,26.87400055,25.96949959,26.70499992,26.70499992,96480000
2/18/2016,27.05949974,27.05999947,26.18650055,26.25,26.25,94700000
2/19/2016,26.03549957,26.79750061,25.76749992,26.74500084,26.74500084,99494000
2/22/2016,27.11000061,28.03249931,27.05400085,27.97500038,27.97500038,111332000
2/23/2016,27.77750015,27.84550095,27.26650047,27.64699936,27.64699936,81016000
2/24/2016,27.28750038,27.71349907,26.65749931,27.70199966,27.70199966,124634000
2/25/2016,27.77599907,27.96949959,27.26449966,27.75749969,27.75749969,90510000
2/26/2016,28.00600052,28.125,27.65850067,27.7614994,27.7614994,97540000
2/29/2016,27.70000076,28.2404995,27.62549973,27.62599945,27.62599945,82908000
3/1/2016,27.81450081,28.96249962,27.79999924,28.95199966,28.95199966,100770000
3/2/2016,29.08749962,29.25,28.68499947,29.01049995,29.01049995,91644000
3/3/2016,28.89800072,28.99349976,28.65550041,28.87450027,28.87450027,54826000
3/4/2016,29.05349922,29.06999969,28.55349922,28.75699997,28.75699997,68330000
3/7/2016,28.67700005,28.68149948,27.77750015,28.13999939,28.13999939,98538000
3/8/2016,27.89349937,28.56749916,27.73699951,28.01300049,28.01300049,94600000
3/9/2016,27.97800064,28.01749992,27.50650024,27.9734993,27.9734993,87546000
3/10/2016,28.33699989,28.35000038,27.39500046,27.94650078,27.94650078,78398000
3/11/2016,28.34749985,28.50300026,28.1364994,28.48049927,28.48049927,75426000
3/14/2016,28.35000038,28.84449959,28.15250015,28.6685009,28.6685009,69084000
3/15/2016,28.54999924,29.07600021,28.35000038,28.85099983,28.85099983,77536000
3/16/2016,28.83200073,29.06599998,28.55699921,28.71349907,28.71349907,70754000
3/17/2016,28.47550011,28.56999969,27.75049973,27.97200012,27.97200012,118562000
3/18/2016,28.04700089,28.11650085,27.30450058,27.60400009,27.60400009,145938000
3/21/2016,27.44549942,27.76199913,26.92900085,27.6989994,27.6989994,103114000
3/22/2016,27.25550079,28.13800049,27.25250053,28.02400017,28.02400017,80012000
3/23/2016,28.04999924,28.62400055,27.90500069,28.48150063,28.48150063,79674000
3/24/2016,28.35549927,29.17749977,28.35400009,29.14749908,29.14749908,103710000
3/28/2016,29.21999931,29.23749924,28.77799988,28.99349976,28.99349976,62430000
3/29/2016,29.00749969,29.79249954,28.82500076,29.69300079,29.69300079,87852000
3/30/2016,29.83550072,30.16200066,29.75,29.93449974,29.93449974,77810000
3/31/2016,29.9640007,30.03750038,29.61050034,29.68199921,29.68199921,53636000
4/1/2016,29.52449989,29.95149994,29.41500092,29.92499924,29.92499924,58348000
4/4/2016,29.95000076,29.97500038,29.52750015,29.65950012,29.65950012,49416000
4/5/2016,29.53849983,29.67350006,29.26250076,29.30699921,29.30699921,46178000
4/6/2016,29.37599945,30.11949921,29.375,30.10400009,30.10400009,56998000
4/7/2016,29.93799973,29.97999954,29.45400047,29.57150078,29.57150078,63780000
4/8/2016,29.7159996,29.89299965,29.45000076,29.72999954,29.72999954,51838000
4/11/2016,29.80699921,30.20000076,29.74550056,29.79649925,29.79649925,54086000
4/12/2016,29.92000008,30.20299911,29.6154995,30.15850067,30.15850067,52822000
4/13/2016,30.38400078,30.84049988,30.26449966,30.74099922,30.74099922,84566000
4/14/2016,30.75349998,31.21899986,30.75349998,31.03750038,31.03750038,70242000
4/15/2016,31.09600067,31.33849907,30.90550041,31.29450035,31.29450035,57754000
4/18/2016,31.26749992,31.88199997,31.24799919,31.76749992,31.76749992,87218000
4/19/2016,31.85700035,31.90049934,31.04000092,31.39500046,31.39500046,81118000
4/20/2016,31.5,31.82749939,31.14999962,31.64949989,31.64949989,52188000
4/21/2016,31.54999924,31.89100075,31.42499924,31.54999924,31.54999924,51926000
4/22/2016,31.2234993,31.41250038,30.57799911,31.02499962,31.02499962,101678000
4/25/2016,30.83049965,31.34900093,30.8125,31.30999947,31.30999947,53658000
4/26/2016,31.30850029,31.33749962,30.74399948,30.84399986,30.84399986,50428000
4/27/2016,30.59000015,30.79750061,30.06399918,30.32850075,30.32850075,81376000
4/28/2016,30.77700043,31.34000015,29.95999908,30.10000038,30.10000038,157452000
4/29/2016,33.29999924,33.49900055,32.70000076,32.97949982,32.97949982,206214000
5/2/2016,33.19599915,34.27500153,33.10150146,34.19250107,34.19250107,131570000
5/3/2016,33.86800003,34.01499939,33.52149963,33.56600189,33.56600189,98468000
5/4/2016,33.12950134,33.70000076,33.10699844,33.54499817,33.54499817,92710000
5/5/2016,33.66550064,33.82450104,32.79999924,32.95449829,32.95449829,97682000
5/6/2016,32.80250168,33.84749985,32.80049896,33.69749832,33.69749832,87306000
5/9/2016,33.69749832,34.34899902,33.57049942,33.98749924,33.98749924,79644000
5/10/2016,34.70000076,35.22750092,34.67499924,35.1534996,35.1534996,122112000
5/11/2016,35.28950119,35.95000076,35.08250046,35.66149902,35.66149902,146764000
5/12/2016,35.86899948,36.12250137,35.57550049,35.89649963,35.89649963,100964000
5/13/2016,35.73199844,35.96250153,35.32550049,35.49599838,35.49599838,95268000
5/16/2016,35.50650024,35.66249847,35.01399994,35.53300095,35.53300095,108658000
5/17/2016,35.49499893,35.7234993,34.69549942,34.76350021,34.76350021,102428000
5/18/2016,34.47800064,35.1269989,34.43799973,34.87250137,34.87250137,85664000
5/19/2016,34.59400177,34.97000122,34.47800064,34.92599869,34.92599869,60512000
5/20/2016,35.05250168,35.36199951,35,35.13999939,35.13999939,58324000
5/23/2016,35.21250153,35.29999924,34.82099915,34.83750153,34.83750153,51902000
5/24/2016,34.90050125,35.375,34.90000153,35.20999908,35.20999908,60676000
5/25/2016,35.40000153,35.54299927,35.27600098,35.41749954,35.41749954,65354000
5/26/2016,35.41650009,35.75,35.36449814,35.74549866,35.74549866,48934000
5/27/2016,35.75,35.83000183,35.55500031,35.61199951,35.61199951,44984000
5/31/2016,35.61650085,36.21149826,35.56600189,36.13949966,36.13949966,72366000
6/1/2016,36.04499817,36.32149887,35.9109993,35.97200012,35.97200012,65262000
6/2/2016,36.04850006,36.41400146,35.77500153,36.41199875,36.41199875,60532000
6/3/2016,36.3370018,36.34999847,35.92150116,36.27700043,36.27700043,67346000
6/6/2016,36.32500076,36.57500076,36.22100067,36.33649826,36.33649826,54096000
6/7/2016,36.49449921,36.5,36.02750015,36.18700027,36.18700027,54650000
6/8/2016,36.31999969,36.47100067,36.08000183,36.33200073,36.33200073,44468000
6/9/2016,36.15499878,36.44549942,36.11500168,36.38249969,36.38249969,43406000
6/10/2016,36.11750031,36.24900055,35.71049881,35.89550018,35.89550018,68514000
6/13/2016,35.70050049,36.09949875,35.55799866,35.76200104,35.76200104,67044000
6/14/2016,35.61650085,36.04050064,35.61349869,35.96500015,35.96500015,50138000
6/15/2016,36.09999847,36.12799835,35.66749954,35.71300125,35.71300125,54188000
6/16/2016,35.60250092,35.90000153,35.26499939,35.87549973,35.87549973,61960000
6/17/2016,35.90950012,35.90999985,34.95899963,35.31949997,35.31949997,117956000
6/20/2016,35.67499924,36.06549835,35.54050064,35.70050049,35.70050049,73544000
6/21/2016,35.7859993,35.91999817,35.63600159,35.79100037,35.79100037,42750000
6/22/2016,35.82899857,35.84999847,35.37850189,35.52999878,35.52999878,45210000
6/23/2016,35.77500153,36.10599899,35.625,36.10400009,36.10400009,56500000
6/24/2016,34.65000153,35.62649918,34.61000061,34.94800186,34.94800186,152650000
6/27/2016,34.6004982,34.8409996,34.10599899,34.56800079,34.56800079,111360000
6/28/2016,35,35.40000153,34.90850067,35.39749908,35.39749908,80740000
6/29/2016,35.78749847,35.97499847,35.67699814,35.77999878,35.77999878,61402000
6/30/2016,35.86000061,35.96849823,35.6269989,35.78099823,35.78099823,57102000
7/1/2016,35.86600113,36.40000153,35.82699966,36.2840004,36.2840004,58408000
7/5/2016,36.13999939,36.47800064,35.98049927,36.40499878,36.40499878,48628000
